ID;Project Name;Camera Trap Name;Latitude;Longitude;Sampling Event;Photo Type;Photo Date;Photo time;Raw Name;Class;Order;Family;Genus;Species;Genus Species;Number of Animals;Person Identifying the Photo;Camera Serial Number;Camera Start Date;Camera End Date;Person setting up the Camera;Person picking up the Camera;Camera Manufacturer;Camera Model;Sequence Info;Moon Phase;Temperature;Flash;Organization Name
17155;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:24:26;IMAG1510.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17156;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:24:26;IMAG1511.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17157;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:24:26;IMAG1512.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17158;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:24:55;IMAG1513.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17159;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:24:55;IMAG1514.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17160;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:24:55;IMAG1515.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17161;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:25:25;IMAG1516.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17162;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:25:25;IMAG1517.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17163;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:25:25;IMAG1518.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17164;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:26:00;IMAG1519.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17165;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:26:00;IMAG1520.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17166;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:26:00;IMAG1521.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17167;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:26:32;IMAG1522.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17168;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:26:32;IMAG1523.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17169;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:26:32;IMAG1524.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17170;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:27:03;IMAG1525.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17171;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:27:03;IMAG1526.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17172;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:27:03;IMAG1527.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17173;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:27:31;IMAG1528.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17174;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:27:31;IMAG1529.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17175;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:27:31;IMAG1530.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17176;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:28:04;IMAG1531.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17177;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:28:04;IMAG1532.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17178;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:28:04;IMAG1533.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17179;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:28:34;IMAG1534.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17180;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:28:34;IMAG1535.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17181;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:28:34;IMAG1536.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17182;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:29:04;IMAG1537.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17183;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:29:04;IMAG1538.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17184;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:29:04;IMAG1539.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17185;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:29:36;IMAG1540.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17186;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:29:37;IMAG1541.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17187;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:29:37;IMAG1542.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17188;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:30:09;IMAG1543.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17189;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:30:09;IMAG1544.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17190;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:30:09;IMAG1545.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17191;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:30:40;IMAG1546.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17192;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:30:40;IMAG1547.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17193;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:30:40;IMAG1548.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17194;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:31:13;IMAG1549.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17195;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:31:13;IMAG1550.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17196;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:31:13;IMAG1551.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17197;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:31:45;IMAG1552.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17198;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:31:45;IMAG1553.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17199;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:31:45;IMAG1554.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17200;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:32:15;IMAG1555.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17201;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:32:15;IMAG1556.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17202;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:32:15;IMAG1557.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17203;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:32:44;IMAG1558.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17204;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:32:44;IMAG1559.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17205;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:32:44;IMAG1560.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17206;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:33:17;IMAG1561.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17207;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:33:17;IMAG1562.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17208;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:33:17;IMAG1563.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17209;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:33:45;IMAG1564.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17210;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:33:45;IMAG1565.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17211;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:33:45;IMAG1566.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17212;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:35:27;IMAG1567.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17213;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:35:27;IMAG1568.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17214;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:35:27;IMAG1569.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17215;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:35:55;IMAG1570.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17216;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:35:55;IMAG1571.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17217;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:35:55;IMAG1572.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17218;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:36:26;IMAG1573.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17219;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:36:26;IMAG1574.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17220;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:36:26;IMAG1575.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17221;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:36:53;IMAG1576.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17222;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:36:53;IMAG1577.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17223;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:36:53;IMAG1578.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17224;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:37:24;IMAG1579.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17225;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:37:24;IMAG1580.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17226;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:37:24;IMAG1581.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17227;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:37:54;IMAG1582.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17228;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:37:54;IMAG1583.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17229;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:37:54;IMAG1584.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17230;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:38:27;IMAG1585.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17231;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:38:27;IMAG1586.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17232;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:38:27;IMAG1587.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17233;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:39:00;IMAG1588.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17234;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:39:00;IMAG1589.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17235;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:39:00;IMAG1590.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17236;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:39:32;IMAG1591.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17237;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:39:32;IMAG1592.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17238;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:39:32;IMAG1593.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17239;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:40:02;IMAG1594.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17240;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:40:02;IMAG1595.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17241;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:40:02;IMAG1596.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17242;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:40:31;IMAG1597.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17243;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:40:31;IMAG1598.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17244;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:40:31;IMAG1599.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17245;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:41:00;IMAG1600.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17246;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:41:00;IMAG1601.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17247;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:41:00;IMAG1602.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17248;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:41:36;IMAG1603.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17249;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:41:36;IMAG1604.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17250;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:41:36;IMAG1605.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17251;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:42:08;IMAG1606.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17252;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:42:08;IMAG1607.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17253;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:42:08;IMAG1608.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17254;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:42:36;IMAG1609.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17255;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:42:36;IMAG1610.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17256;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:42:36;IMAG1611.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
17257;Mountain Tapir;CT-LC-2-57;-77.138322;0.927518;Marzo 2019;Blank;2019-03-02;21:43:08;IMAG1612.JPG;;;;;; ;;;1403110137;2019-03-02;2019-03-03;Juan Sanchez;Juan Sanchez;Scoutguard;SG560C;;;;24;
